Seq_ID                                         	HCA    	Disord 	Aggreg 
NC_000913.3_+_1125346-1125432_0_nc_intergenic  	6.680  	nan    	nan    	
NC_000913.3_-_1125391-1125486_1_nc_intergenic  	1.260  	nan    	nan    	
NC_000913.3_+_1125436-1125513_0_nc_intergenic  	3.960  	nan    	nan    	
NC_000913.3_-_1125520-1125597_1_nc_intergenic  	-0.680 	nan    	nan    	
NC_000913.3_-_1127623-1127787_1_nc_intergenic  	2.260  	nan    	nan    	
NC_000913.3_-_1130125-1130211_1_nc_intergenic  	-5.860 	nan    	nan    	
NC_000913.3_-_1130857-1130946_1_nc_intergenic  	5.480  	nan    	nan    	
NC_000913.3_-_1130947-1131063_1_nc_intergenic  	2.320  	nan    	nan    	
NC_000913.3_+_1131820-1131915_0_nc_intergenic  	-1.840 	nan    	nan    	
NC_000913.3_+_1132489-1132596_0_nc_intergenic  	-2.740 	nan    	nan    	
NC_000913.3_+_1133773-1133850_0_nc_intergenic  	2.480  	nan    	nan    	
NC_000913.3_-_1134502-1134600_1_nc_intergenic  	2.750  	nan    	nan    	
NC_000913.3_-_1135531-1135614_1_nc_intergenic  	2.300  	nan    	nan    	
NC_000913.3_-_1140994-1141065_1_nc_intergenic  	-5.780 	nan    	nan    	
NC_000913.3_+_1140859-1141086_0_nc_intergenic  	5.000  	nan    	nan    	
NC_000913.3_-_1141066-1141164_1_nc_intergenic  	3.440  	nan    	nan    	
NC_000913.3_-_1144399-1144563_1_nc_intergenic  	0.430  	nan    	nan    	
NC_000913.3_+_1144456-1144596_0_nc_intergenic  	-1.170 	nan    	nan    	
NC_000913.3_+_1144762-1144860_0_nc_intergenic  	4.500  	nan    	nan    	
NC_000913.3_-_1144828-1144920_1_nc_intergenic  	5.470  	nan    	nan    	
NC_000913.3_+_1144894-1144986_0_nc_intergenic  	1.000  	nan    	nan    	
NC_000913.3_+_1146760-1146855_0_nc_intergenic  	-4.390 	nan    	nan    	
NC_000913.3_-_1147045-1147485_1_nc_intergenic  	-2.140 	nan    	nan    	
NC_000913.3_-_1147510-1147629_1_nc_intergenic  	4.490  	nan    	nan    	
NC_000913.3_-_1148503-1148787_1_nc_intergenic  	3.220  	nan    	nan    	
NC_000913.3_+_1151368-1151454_0_nc_intergenic  	1.820  	nan    	nan    	
NC_000913.3_-_1151500-1151811_1_nc_intergenic  	0.300  	nan    	nan    	
NC_000913.3_-_1151827-1151904_1_nc_intergenic  	2.440  	nan    	nan    	
NC_000913.3_+_1151827-1151946_0_nc_intergenic  	-0.560 	nan    	nan    	
NC_000913.3_-_1153198-1153272_1_nc_intergenic  	-3.540 	nan    	nan    	
NC_000913.3_+_1153204-1153287_0_nc_intergenic  	3.630  	nan    	nan    	
NC_000913.3_-_1157605-1157679_1_nc_intergenic  	5.380  	nan    	nan    	
NC_000913.3_-_1157680-1157748_1_nc_intergenic  	5.090  	nan    	nan    	
NC_000913.3_-_1157749-1157850_1_nc_intergenic  	1.730  	nan    	nan    	
NC_000913.3_-_1161532-1161609_1_nc_intergenic  	3.280  	nan    	nan    	
NC_000913.3_+_1161556-1161630_0_nc_intergenic  	1.920  	nan    	nan    	
NC_000913.3_-_1161616-1161702_1_nc_intergenic  	6.640  	nan    	nan    	
NC_000913.3_+_1161643-1161771_0_nc_intergenic  	-0.760 	nan    	nan    	
NC_000913.3_+_1161793-1161870_0_nc_intergenic  	4.080  	nan    	nan    	
NC_000913.3_-_1161703-1161897_1_nc_intergenic  	0.310  	nan    	nan    	
NC_000913.3_+_1162147-1162332_0_nc_intergenic  	1.460  	nan    	nan    	
NC_000913.3_-_1162141-1162413_1_nc_intergenic  	-2.640 	nan    	nan    	
NC_000913.3_+_1167418-1167567_0_nc_intergenic  	-1.270 	nan    	nan    	
NC_000913.3_-_1167496-1167702_1_nc_intergenic  	-4.570 	nan    	nan    	
NC_000913.3_+_1168882-1168944_0_nc_intergenic  	0.650  	nan    	nan    	
NC_000913.3_+_1169338-1169436_0_nc_intergenic  	0.310  	nan    	nan    	
NC_000913.3_+_1170478-1170552_0_nc_intergenic  	-4.380 	nan    	nan    	
NC_000913.3_-_1170220-1170588_1_nc_intergenic  	0.020  	nan    	nan    	
NC_000913.3_-_1173973-1174056_1_nc_intergenic  	2.930  	nan    	nan    	
NC_000913.3_+_1175104-1175286_0_nc_intergenic  	3.480  	nan    	nan    	
NC_000913.3_-_1175185-1175316_1_nc_intergenic  	-2.770 	nan    	nan    	
NC_000913.3_+_1175308-1175541_0_nc_intergenic  	3.880  	nan    	nan    	
NC_000913.3_-_1177264-1177356_1_nc_intergenic  	-4.830 	nan    	nan    	
NC_000913.3_+_1181665-1181781_0_nc_intergenic  	-1.290 	nan    	nan    	
NC_000913.3_+_1182694-1182912_0_nc_intergenic  	-3.830 	nan    	nan    	
NC_000913.3_+_1184320-1184700_0_nc_intergenic  	3.850  	nan    	nan    	
NC_000913.3_+_1185553-1185708_0_nc_intergenic  	-1.250 	nan    	nan    	
NC_000913.3_-_1185634-1185717_1_nc_intergenic  	0.110  	nan    	nan    	
NC_000913.3_-_1185733-1185852_1_nc_intergenic  	1.460  	nan    	nan    	
NC_000913.3_+_1188172-1188279_0_nc_intergenic  	1.110  	nan    	nan    	
NC_000913.3_+_1190410-1190475_0_nc_intergenic  	-3.620 	nan    	nan    	
NC_000913.3_-_1190428-1190490_1_nc_intergenic  	-4.250 	nan    	nan    	
NC_000913.3_-_1190491-1190568_1_nc_intergenic  	0.680  	nan    	nan    	
NC_000913.3_+_1191943-1192011_0_nc_intergenic  	-10.000	nan    	nan    	
NC_000913.3_-_1191931-1192044_1_nc_intergenic  	-1.680 	nan    	nan    	
NC_000913.3_-_1192612-1192752_1_nc_intergenic  	0.980  	nan    	nan    	
NC_000913.3_+_1194235-1194438_0_nc_intergenic  	1.610  	nan    	nan    	
NC_000913.3_-_1194958-1195038_1_nc_intergenic  	4.080  	nan    	nan    	
NC_000913.3_+_1195027-1195104_0_nc_intergenic  	-7.680 	nan    	nan    	
NC_000913.3_-_1211590-1211679_1_nc_intergenic  	6.140  	nan    	nan    	
NC_000913.3_+_1211950-1212060_0_nc_intergenic  	6.060  	nan    	nan    	
NC_000913.3_-_1212028-1212105_1_nc_intergenic  	0.040  	nan    	nan    	
NC_000913.3_+_1212139-1212210_0_nc_intergenic  	1.780  	nan    	nan    	
NC_000913.3_-_1212304-1212432_1_nc_intergenic  	3.860  	nan    	nan    	
NC_000913.3_-_1212454-1212531_1_nc_intergenic  	2.320  	nan    	nan    	
NC_000913.3_+_1212433-1212579_0_nc_intergenic  	4.980  	nan    	nan    	
NC_000913.3_+_1213036-1213227_0_nc_intergenic  	2.600  	nan    	nan    	
NC_000913.3_-_1213126-1213284_1_nc_intergenic  	-6.290 	nan    	nan    	
NC_000913.3_+_1213228-1213347_0_nc_intergenic  	-3.540 	nan    	nan    	
NC_000913.3_-_1213285-1213422_1_nc_intergenic  	1.240  	nan    	nan    	
NC_000913.3_+_1214017-1214109_0_nc_intergenic  	-2.230 	nan    	nan    	
NC_000913.3_-_1213969-1214127_1_nc_intergenic  	1.130  	nan    	nan    	
NC_000913.3_-_1214221-1214283_1_nc_intergenic  	-1.200 	nan    	nan    	
NC_000913.3_-_1215475-1215543_1_nc_intergenic  	1.410  	nan    	nan    	
NC_000913.3_+_1215499-1215597_0_nc_intergenic  	0.250  	nan    	nan    	
NC_000913.3_-_1215634-1215699_1_nc_intergenic  	5.670  	nan    	nan    	
NC_000913.3_+_1215598-1215807_0_nc_intergenic  	7.170  	nan    	nan    	
NC_000913.3_-_1215754-1215828_1_nc_intergenic  	5.500  	nan    	nan    	
NC_000913.3_-_1216345-1216413_1_nc_intergenic  	4.910  	nan    	nan    	
NC_000913.3_+_1216636-1216746_0_nc_intergenic  	6.080  	nan    	nan    	
NC_000913.3_-_1216993-1217076_1_nc_intergenic  	-0.670 	nan    	nan    	
NC_000913.3_+_1217008-1217190_0_nc_intergenic  	1.600  	nan    	nan    	
NC_000913.3_+_1217191-1217265_0_nc_intergenic  	8.620  	nan    	nan    	
NC_000913.3_+_1217266-1217394_0_nc_intergenic  	0.600  	nan    	nan    	
NC_000913.3_-_1218919-1219005_1_nc_intergenic  	3.110  	nan    	nan    	
NC_000913.3_-_1219192-1219278_1_nc_intergenic  	-1.710 	nan    	nan    	
NC_000913.3_+_1219159-1219293_0_nc_intergenic  	0.140  	nan    	nan    	
NC_000913.3_+_1219294-1219437_0_nc_intergenic  	6.910  	nan    	nan    	
NC_000913.3_-_1219381-1219458_1_nc_intergenic  	6.360  	nan    	nan    	
NC_000913.3_-_1219483-1219545_1_nc_intergenic  	-10.000	nan    	nan    	
NC_000913.3_+_1219561-1219629_0_nc_intergenic  	-1.270 	nan    	nan    	
NC_000913.3_-_1222261-1222332_1_nc_intergenic  	6.910  	nan    	nan    	
NC_000913.3_+_1222261-1222383_0_nc_intergenic  	7.500  	nan    	nan    	
NC_000913.3_+_1223407-1223529_0_nc_intergenic  	-1.270 	nan    	nan    	
NC_000913.3_-_1223389-1223559_1_nc_intergenic  	-2.430 	nan    	nan    	
NC_000913.3_+_1223908-1224030_0_nc_intergenic  	-0.780 	nan    	nan    	
NC_000913.3_-_1223911-1224087_1_nc_intergenic  	2.360  	nan    	nan    	
NC_000913.3_-_1224088-1224174_1_nc_intergenic  	1.710  	nan    	nan    	
NC_000913.3_-_1224196-1224267_1_nc_intergenic  	7.830  	nan    	nan    	
NC_000913.3_-_1224463-1224591_1_nc_intergenic  	-1.690 	nan    	nan    	
NC_000913.3_+_1224436-1224648_0_nc_intergenic  	-3.360 	nan    	nan    	
NC_000913.3_-_1225315-1225389_1_nc_intergenic  	2.120  	nan    	nan    	
NC_000913.3_-_1226107-1226205_1_nc_intergenic  	4.030  	nan    	nan    	
NC_000913.3_+_1226107-1226229_0_nc_intergenic  	0.150  	nan    	nan    	
NC_000913.3_+_1226362-1226424_0_nc_intergenic  	-0.400 	nan    	nan    	
NC_000913.3_-_1226395-1226466_1_nc_intergenic  	1.830  	nan    	nan    	
NC_000913.3_-_1226509-1226619_1_nc_intergenic  	-0.860 	nan    	nan    	
NC_000913.3_+_1226965-1227078_0_nc_intergenic  	2.490  	nan    	nan    	
NC_000913.3_-_1227526-1227594_1_nc_intergenic  	-2.090 	nan    	nan    	
NC_000913.3_-_1227595-1227678_1_nc_intergenic  	-5.000 	nan    	nan    	
NC_000913.3_+_1227565-1227702_0_nc_intergenic  	4.690  	nan    	nan    	
NC_000913.3_+_1227958-1228068_0_nc_intergenic  	-2.420 	nan    	nan    	
NC_000913.3_-_1228600-1228806_1_nc_intergenic  	-2.870 	nan    	nan    	
NC_000913.3_-_1229155-1229361_1_nc_intergenic  	-3.470 	nan    	nan    	
NC_000913.3_+_1229371-1229475_0_nc_intergenic  	-1.440 	nan    	nan    	
NC_000913.3_-_1229413-1229550_1_nc_intergenic  	-2.240 	nan    	nan    	
NC_000913.3_-_1230469-1230570_1_nc_intergenic  	1.120  	nan    	nan    	
NC_000913.3_+_1230520-1230612_0_nc_intergenic  	4.800  	nan    	nan    	
NC_000913.3_-_1230571-1230660_1_nc_intergenic  	-1.340 	nan    	nan    	
NC_000913.3_-_1230661-1230726_1_nc_intergenic  	2.900  	nan    	nan    	
NC_000913.3_-_1230727-1230831_1_nc_intergenic  	0.740  	nan    	nan    	
NC_000913.3_-_1232437-1232499_1_nc_intergenic  	4.550  	nan    	nan    	
NC_000913.3_+_1233007-1233069_0_nc_intergenic  	-3.250 	nan    	nan    	
NC_000913.3_-_1233076-1233153_1_nc_intergenic  	-0.720 	nan    	nan    	
NC_000913.3_+_1233070-1233168_0_nc_intergenic  	-7.560 	nan    	nan    	
NC_000913.3_+_1234744-1234845_0_nc_intergenic  	2.300  	nan    	nan    	
NC_000913.3_-_1234762-1234932_1_nc_intergenic  	-2.390 	nan    	nan    	
NC_000913.3_+_1234885-1235058_0_nc_intergenic  	0.180  	nan    	nan    	
NC_000913.3_-_1235668-1235787_1_nc_intergenic  	-4.490 	nan    	nan    	
NC_000913.3_-_1237216-1237365_1_nc_intergenic  	-3.270 	nan    	nan    	
NC_000913.3_+_1237162-1237380_0_nc_intergenic  	2.140  	nan    	nan    	
NC_000913.3_+_1237402-1237497_0_nc_intergenic  	-6.230 	nan    	nan    	
NC_000913.3_-_1237411-1237530_1_nc_intergenic  	7.950  	nan    	nan    	
NC_000913.3_-_1237534-1237629_1_nc_intergenic  	0.710  	nan    	nan    	
NC_000913.3_+_1237498-1237644_0_nc_intergenic  	5.770  	nan    	nan    	
NC_000913.3_+_1238794-1239009_0_nc_intergenic  	-4.540 	nan    	nan    	
NC_000913.3_-_1239898-1239996_1_nc_intergenic  	-2.720 	nan    	nan    	
NC_000913.3_+_1239904-1240032_0_nc_intergenic  	-1.210 	nan    	nan    	
NC_000913.3_-_1239997-1240116_1_nc_intergenic  	0.440  	nan    	nan    	
NC_000913.3_-_1240117-1240230_1_nc_intergenic  	0.570  	nan    	nan    	
NC_000913.3_+_1240186-1240320_0_nc_intergenic  	3.640  	nan    	nan    	
NC_000913.3_-_1243141-1243212_1_nc_intergenic  	-3.300 	nan    	nan    	
NC_000913.3_-_1243654-1243899_1_nc_intergenic  	4.680  	nan    	nan    	
NC_000913.3_+_1244590-1244682_0_nc_intergenic  	0.200  	nan    	nan    	
NC_000913.3_-_1244671-1244781_1_nc_intergenic  	-1.360 	nan    	nan    	
NC_000913.3_+_1244983-1245066_0_nc_intergenic  	0.110  	nan    	nan    	
NC_000913.3_-_1244782-1245072_1_nc_intergenic  	-4.740 	nan    	nan    	
NC_000913.3_-_1245073-1245180_1_nc_intergenic  	2.110  	nan    	nan    	
NC_000913.3_-_1245613-1245678_1_nc_intergenic  	0.240  	nan    	nan    	
NC_000913.3_+_1247338-1247406_0_nc_intergenic  	-1.090 	nan    	nan    	
NC_000913.3_-_1247437-1247583_1_nc_intergenic  	-1.940 	nan    	nan    	
NC_000913.3_-_1250878-1250958_1_nc_intergenic  	4.920  	nan    	nan    	
NC_000913.3_+_1250875-1250964_0_nc_intergenic  	-10.000	nan    	nan    	
NC_000913.3_+_1250968-1251069_0_nc_intergenic  	5.850  	nan    	nan    	
NC_000913.3_-_1251013-1251078_1_nc_intergenic  	-1.670 	nan    	nan    	
NC_000913.3_-_1252969-1253061_1_nc_intergenic  	4.200  	nan    	nan    	
NC_000913.3_+_1252942-1253088_0_nc_intergenic  	1.330  	nan    	nan    	
NC_000913.3_+_1255879-1256016_0_nc_intergenic  	-1.090 	nan    	nan    	
NC_000913.3_+_1256065-1256130_0_nc_intergenic  	-1.860 	nan    	nan    	
NC_000913.3_+_1256131-1256265_0_nc_intergenic  	6.390  	nan    	nan    	
NC_000913.3_-_1256275-1256379_1_nc_intergenic  	4.710  	nan    	nan    	
NC_000913.3_+_1256347-1256466_0_nc_intergenic  	4.460  	nan    	nan    	
NC_000913.3_-_1256380-1256466_1_nc_intergenic  	1.820  	nan    	nan    	
NC_000913.3_+_1256620-1256694_0_nc_intergenic  	5.330  	nan    	nan    	
NC_000913.3_-_1256620-1256772_1_nc_intergenic  	4.000  	nan    	nan    	
NC_000913.3_+_1257859-1257942_0_nc_intergenic  	-1.370 	nan    	nan    	
NC_000913.3_-_1257841-1257969_1_nc_intergenic  	-2.620 	nan    	nan    	
NC_000913.3_-_1258510-1258635_1_nc_intergenic  	-0.050 	nan    	nan    	
NC_000913.3_-_1258645-1258731_1_nc_intergenic  	-1.710 	nan    	nan    	
NC_000913.3_+_1258663-1258794_0_nc_intergenic  	-1.490 	nan    	nan    	
NC_000913.3_-_1258732-1258827_1_nc_intergenic  	-0.030 	nan    	nan    	
NC_000913.3_+_1259077-1259187_0_nc_intergenic  	-1.860 	nan    	nan    	
NC_000913.3_-_1258897-1259244_1_nc_intergenic  	-3.380 	nan    	nan    	
NC_000913.3_-_1260835-1260927_1_nc_intergenic  	0.270  	nan    	nan    	
NC_000913.3_+_1260865-1260999_0_nc_intergenic  	-2.550 	nan    	nan    	
NC_000913.3_+_1261834-1261965_0_nc_intergenic  	-4.120 	nan    	nan    	
NC_000913.3_+_1261966-1262106_0_nc_intergenic  	1.000  	nan    	nan    	
NC_000913.3_+_1262836-1262919_0_nc_intergenic  	1.440  	nan    	nan    	
NC_000913.3_+_1263538-1263603_0_nc_intergenic  	5.570  	nan    	nan    	
NC_000913.3_-_1263586-1263735_1_nc_intergenic  	1.860  	nan    	nan    	
NC_000913.3_+_1264939-1265052_0_nc_intergenic  	0.460  	nan    	nan    	
NC_000913.3_-_1264978-1265067_1_nc_intergenic  	-0.590 	nan    	nan    	
NC_000913.3_+_1269049-1269153_0_nc_intergenic  	-0.260 	nan    	nan    	
NC_000913.3_-_1269070-1269162_1_nc_intergenic  	-4.200 	nan    	nan    	
NC_000913.3_-_1269355-1269438_1_nc_intergenic  	-1.440 	nan    	nan    	
NC_000913.3_+_1269502-1269573_0_nc_intergenic  	6.090  	nan    	nan    	
NC_000913.3_-_1269550-1269639_1_nc_intergenic  	-6.720 	nan    	nan    	
NC_000913.3_-_1269640-1269702_1_nc_intergenic  	-5.200 	nan    	nan    	
NC_000913.3_-_1269904-1270026_1_nc_intergenic  	-2.720 	nan    	nan    	
NC_000913.3_+_1269985-1270050_0_nc_intergenic  	3.860  	nan    	nan    	
NC_000913.3_-_1270090-1270209_1_nc_intergenic  	-4.050 	nan    	nan    	
NC_000913.3_+_1270153-1270263_0_nc_intergenic  	-3.500 	nan    	nan    	
NC_000913.3_+_1270282-1270389_0_nc_intergenic  	-2.800 	nan    	nan    	
NC_000913.3_-_1270342-1270431_1_nc_intergenic  	-2.660 	nan    	nan    	
NC_000913.3_+_1270411-1270488_0_nc_intergenic  	0.840  	nan    	nan    	
NC_000913.3_-_1270432-1270560_1_nc_intergenic  	-2.600 	nan    	nan    	
NC_000913.3_+_1270519-1270584_0_nc_intergenic  	2.000  	nan    	nan    	
NC_000913.3_+_1270585-1270677_0_nc_intergenic  	7.530  	nan    	nan    	
NC_000913.3_+_1270696-1270773_0_nc_intergenic  	0.040  	nan    	nan    	
NC_000913.3_-_1270603-1270812_1_nc_intergenic  	0.930  	nan    	nan    	
NC_000913.3_-_1271875-1271937_1_nc_intergenic  	5.500  	nan    	nan    	
NC_000913.3_+_1271890-1272003_0_nc_intergenic  	0.950  	nan    	nan    	
NC_000913.3_-_1272088-1272174_1_nc_intergenic  	2.390  	nan    	nan    	
NC_000913.3_+_1272364-1272510_0_nc_intergenic  	0.480  	nan    	nan    	
NC_000913.3_-_1272370-1272693_1_nc_intergenic  	-5.490 	nan    	nan    	
NC_000913.3_+_1273207-1273272_0_nc_intergenic  	-3.520 	nan    	nan    	
NC_000913.3_-_1273615-1273680_1_nc_intergenic  	3.900  	nan    	nan    	
NC_000913.3_-_1273747-1273815_1_nc_intergenic  	-5.550 	nan    	nan    	
NC_000913.3_+_1273627-1273851_0_nc_intergenic  	0.720  	nan    	nan    	
NC_000913.3_+_1275112-1275231_0_nc_intergenic  	-2.030 	nan    	nan    	
NC_000913.3_-_1275052-1275234_1_nc_intergenic  	-2.520 	nan    	nan    	
NC_000913.3_-_1277611-1277733_1_nc_intergenic  	-2.280 	nan    	nan    	
NC_000913.3_+_1277644-1277862_0_nc_intergenic  	4.040  	nan    	nan    	
NC_000913.3_-_1277788-1277871_1_nc_intergenic  	6.410  	nan    	nan    	
NC_000913.3_+_1277866-1278159_0_nc_intergenic  	1.210  	nan    	nan    	
NC_000913.3_+_1279342-1279476_0_nc_intergenic  	3.700  	nan    	nan    	
NC_000913.3_-_1279393-1279485_1_nc_intergenic  	-0.330 	nan    	nan    	
NC_000913.3_-_1279534-1279614_1_nc_intergenic  	2.690  	nan    	nan    	
NC_000913.3_+_1279651-1279815_0_nc_intergenic  	5.780  	nan    	nan    	
NC_000913.3_-_1283563-1283673_1_nc_intergenic  	6.720  	nan    	nan    	
NC_000913.3_-_1285084-1285200_1_nc_intergenic  	-0.240 	nan    	nan    	
NC_000913.3_+_1287361-1287459_0_nc_intergenic  	0.340  	nan    	nan    	
NC_000913.3_+_1287487-1287576_0_nc_intergenic  	-1.310 	nan    	nan    	
NC_000913.3_+_1287577-1287699_0_nc_intergenic  	-3.750 	nan    	nan    	
NC_000913.3_-_1287679-1287765_1_nc_intergenic  	2.460  	nan    	nan    	
NC_000913.3_-_1288567-1288653_1_nc_intergenic  	4.570  	nan    	nan    	
NC_000913.3_-_1289182-1289322_1_nc_intergenic  	-4.090 	nan    	nan    	
NC_000913.3_+_1290151-1290282_0_nc_intergenic  	-5.950 	nan    	nan    	
NC_000913.3_-_1291291-1291371_1_nc_intergenic  	-3.270 	nan    	nan    	
NC_000913.3_+_1291267-1291392_0_nc_intergenic  	1.340  	nan    	nan    	
NC_000913.3_-_1291372-1291452_1_nc_intergenic  	1.190  	nan    	nan    	
NC_000913.3_+_1291393-1291470_0_nc_intergenic  	5.680  	nan    	nan    	
NC_000913.3_-_1292419-1292508_1_nc_intergenic  	0.690  	nan    	nan    	
NC_000913.3_+_1292827-1292979_0_nc_intergenic  	6.300  	nan    	nan    	
NC_000913.3_+_1292980-1293060_0_nc_intergenic  	4.080  	nan    	nan    	
NC_000913.3_+_1293067-1293225_0_nc_intergenic  	4.600  	nan    	nan    	
NC_000913.3_-_1293196-1293267_1_nc_intergenic  	3.430  	nan    	nan    	
NC_000913.3_+_1293244-1293339_0_nc_intergenic  	5.060  	nan    	nan    	
NC_000913.3_+_1293340-1293462_0_nc_intergenic  	-1.880 	nan    	nan    	
NC_000913.3_-_1293340-1293474_1_nc_intergenic  	6.300  	nan    	nan    	
NC_000913.3_+_1294087-1294170_0_nc_intergenic  	1.520  	nan    	nan    	
NC_000913.3_+_1294171-1294245_0_nc_intergenic  	0.500  	nan    	nan    	
NC_000913.3_-_1294156-1294326_1_nc_intergenic  	-0.950 	nan    	nan    	
NC_000913.3_+_1294324-1294392_0_nc_intergenic  	4.050  	nan    	nan    	
NC_000913.3_+_1294393-1294473_0_nc_intergenic  	-1.000 	nan    	nan    	
NC_000913.3_+_1298341-1298409_0_nc_intergenic  	1.500  	nan    	nan    	
NC_000913.3_-_1298341-1298412_1_nc_intergenic  	2.570  	nan    	nan    	
NC_000913.3_+_1298500-1298595_0_nc_intergenic  	5.030  	nan    	nan    	
NC_000913.3_-_1298554-1298631_1_nc_intergenic  	-10.000	nan    	nan    	
NC_000913.3_+_1299181-1299342_0_nc_intergenic  	5.040  	nan    	nan    	
NC_000913.3_-_1299298-1299396_1_nc_intergenic  	3.380  	nan    	nan    	
NC_000913.3_+_1299343-1299453_0_nc_intergenic  	5.080  	nan    	nan    	
NC_000913.3_-_1299403-1299528_1_nc_intergenic  	0.880  	nan    	nan    	
NC_000913.3_+_1300828-1300941_0_nc_intergenic  	3.570  	nan    	nan    	
NC_000913.3_-_1300858-1300950_1_nc_intergenic  	6.900  	nan    	nan    	
NC_000913.3_+_1300951-1301025_0_nc_intergenic  	-0.380 	nan    	nan    	
NC_000913.3_-_1300951-1301034_1_nc_intergenic  	4.410  	nan    	nan    	
NC_000913.3_-_1301035-1301130_1_nc_intergenic  	8.130  	nan    	nan    	
NC_000913.3_-_1301131-1301205_1_nc_intergenic  	7.880  	nan    	nan    	
NC_000913.3_+_1302814-1302894_0_nc_intergenic  	1.150  	nan    	nan    	
NC_000913.3_-_1304644-1304832_1_nc_intergenic  	-0.240 	nan    	nan    	
NC_000913.3_+_1306579-1306854_0_nc_intergenic  	-1.030 	nan    	nan    	
NC_000913.3_+_1307098-1307238_0_nc_intergenic  	6.170  	nan    	nan    	
NC_000913.3_+_1308574-1308711_0_nc_intergenic  	0.400  	nan    	nan    	
NC_000913.3_+_1308712-1308777_0_nc_intergenic  	-7.240 	nan    	nan    	
NC_000913.3_-_1308697-1308831_1_nc_intergenic  	1.430  	nan    	nan    	
NC_000913.3_+_1308931-1309074_0_nc_intergenic  	6.040  	nan    	nan    	
NC_000913.3_-_1310305-1310409_1_nc_intergenic  	-3.240 	nan    	nan    	
NC_000913.3_-_1310410-1310568_1_nc_intergenic  	2.670  	nan    	nan    	
NC_000913.3_+_1310794-1310910_0_nc_intergenic  	2.240  	nan    	nan    	
NC_000913.3_+_1310911-1311024_0_nc_intergenic  	1.490  	nan    	nan    	
NC_000913.3_-_1311034-1311144_1_nc_intergenic  	-2.500 	nan    	nan    	
NC_000913.3_+_1311787-1311903_0_nc_intergenic  	-2.820 	nan    	nan    	
NC_000913.3_-_1312195-1312284_1_nc_intergenic  	6.030  	nan    	nan    	
NC_000913.3_-_1312288-1312350_1_nc_intergenic  	-6.100 	nan    	nan    	
NC_000913.3_+_1312303-1312401_0_nc_intergenic  	0.280  	nan    	nan    	
NC_000913.3_+_1313695-1313769_0_nc_intergenic  	2.960  	nan    	nan    	
NC_000913.3_+_1313770-1313841_0_nc_intergenic  	-4.090 	nan    	nan    	
NC_000913.3_-_1313863-1313946_1_nc_intergenic  	7.850  	nan    	nan    	
NC_000913.3_+_1314607-1314711_0_nc_intergenic  	3.090  	nan    	nan    	
NC_000913.3_-_1314655-1314717_1_nc_intergenic  	3.400  	nan    	nan    	
NC_000913.3_+_1315786-1315848_0_nc_intergenic  	-1.200 	nan    	nan    	
NC_000913.3_-_1316128-1316190_1_nc_intergenic  	5.500  	nan    	nan    	
NC_000913.3_+_1316215-1316301_0_nc_intergenic  	3.040  	nan    	nan    	
NC_000913.3_-_1316239-1316340_1_nc_intergenic  	0.520  	nan    	nan    	
NC_000913.3_+_1318396-1318479_0_nc_intergenic  	0.000  	nan    	nan    	
NC_000913.3_+_1322917-1322988_0_nc_intergenic  	3.430  	nan    	nan    	
NC_000913.3_-_1322956-1323060_1_nc_intergenic  	2.590  	nan    	nan    	
NC_000913.3_+_1323118-1323180_0_nc_intergenic  	5.600  	nan    	nan    	
NC_000913.3_+_1324705-1324779_0_nc_intergenic  	3.790  	nan    	nan    	
NC_000913.3_-_1326430-1326750_1_nc_intergenic  	-1.740 	nan    	nan    	
NC_000913.3_-_1326751-1326849_1_nc_intergenic  	-1.620 	nan    	nan    	
NC_000913.3_+_1326793-1326855_0_nc_intergenic  	-3.200 	nan    	nan    	
NC_000913.3_+_1329085-1329216_0_nc_intergenic  	3.000  	nan    	nan    	
NC_000913.3_-_1329238-1329312_1_nc_intergenic  	2.960  	nan    	nan    	
NC_000913.3_+_1329217-1329348_0_nc_intergenic  	2.160  	nan    	nan    	
NC_000913.3_+_1330300-1330443_0_nc_intergenic  	-2.190 	nan    	nan    	
NC_000913.3_-_1330672-1330749_1_nc_intergenic  	2.400  	nan    	nan    	
NC_000913.3_+_1330696-1330779_0_nc_intergenic  	1.520  	nan    	nan    	
NC_000913.3_-_1330750-1330824_1_nc_intergenic  	1.380  	nan    	nan    	
NC_000913.3_+_1330903-1331040_0_nc_intergenic  	-0.470 	nan    	nan    	
NC_000913.3_-_1330873-1331118_1_nc_intergenic  	5.350  	nan    	nan    	
NC_000913.3_+_1333672-1333794_0_nc_intergenic  	5.520  	nan    	nan    	
NC_000913.3_-_1333726-1333794_1_nc_intergenic  	3.180  	nan    	nan    	
NC_000913.3_+_1334863-1334955_0_nc_intergenic  	6.770  	nan    	nan    	
NC_000913.3_-_1334839-1334967_1_nc_intergenic  	1.120  	nan    	nan    	
NC_000913.3_+_1334968-1335102_0_nc_intergenic  	5.950  	nan    	nan    	
NC_000913.3_-_1335418-1335483_1_nc_intergenic  	4.670  	nan    	nan    	
NC_000913.3_+_1335424-1335495_0_nc_intergenic  	2.570  	nan    	nan    	
NC_000913.3_-_1335532-1335660_1_nc_intergenic  	1.930  	nan    	nan    	
NC_000913.3_-_1335694-1335780_1_nc_intergenic  	-3.070 	nan    	nan    	
NC_000913.3_+_1338502-1338618_0_nc_intergenic  	3.790  	nan    	nan    	
